Verband,Name,Region,Plz,Adresse,Telefon,Fax,Web,E-Mail,Angebotsart,Sprache,Leistungskategorie,Google Maps URL,latitude,longitude
AWO Kreisverband Spandau e.V.,STEPPIN' EASY Tanzgruppe für Erwachsene und Kinder,Spandau,13597,"Kulturhaus Spandau, Mauerstraße 6",033 051 262 51,,http://www.steppin-easy.de/,dagmar.g@steppin-easy.de,Freizeitangebot für Jugendliche und Erwachsene,Deutsch,"Kultur,Jugend",,52.535488,13.202385
AWO Kreisverband Spree-Wuhle e.V.,"Abenteuer- und Bauspielplatz ""Forcki""",Friedrichshain-Kreuzberg,10247,Eldenaer Straße 12,030 453 056 690,030 453 056 691,www.awo-spree-wuhle.de/asp-forcki/,spielplaetzchen@awo-spree-wuhle.de,"Kinderfreizeiteinrichtung der offenen Kinder und Jugendarbeit nach VIII. SGB, § 11 Kinder- und Jugendhilfegesetz (KJHG)",Deutsch,"Kultur,Jugend,Kinder",,52.520163,13.459887
AWO Landesverband Berlin e.V.,Landesjugendwerk der AWO Berlin,Lichtenberg,10369,Otto-Marquardt-Straße 6-8,030 72 00 66 97,030 72 01 38 96,www.ljw-berlin.de,info@ljw-berlin.de,"Freizeitangebot für Kinder und Jugendliche, Jugendarbeit",Deutsch,"Kultur,Kinder,Jugend",,52.533004,13.471238
AWO Landesverband Berlin e.V.,JugendKulturZentrum Pumpe,Mitte,10785,Lützowstraße 42,030 26 39 17 00,030 26 39 17 08,www.pumpeberlin.de,kontakt@pumpeberlin.de,"Freizeitangebot für Kinder und Jugendliche, Jugendarbeit",Deutsch,"Kultur,Kinder,Jugend",,52.37932,13.410727
AWO Kreisverband Spree-Wuhle e.V.,LSBTI*- Krisenwohnung,Friedrichshain-Kreuzberg,10247,Rigaer Str. 55b (Postadresse),030 5461 5606,,https://www.awo-spree-wuhle.de/lsbti-krisenwohnung/,lsbti-krisenwohnung@awo-spree-wuhle.de,"Zufluchtswohnung für LSBTI*-Personen, die von Gewalt, insbesondere von häuslicher Gewalt oder von Zwangsverheiratung, bedroht sind",Deutsch,LGBTQI*,,52.515222,13.474104
AWO Kreisverband Spree-Wuhle e.V.,Begegnungszentrum,Friedrichshain-Kreuzberg,10997,Adalbertstraße 23a,030 695 356 22,030 695 356 35,https://www.awo-spree-wuhle.de/begegnungszentrum/,begegnungszentrum@awo-spree-wuhle.de,"Migrationsberatung - Beratung für Migrant*innen, Frühförderung für Kinder, Familienbildung für Familien, Seniorenbegegnungsstätte für Migrant*innen und Senior*innen","Deutsch,Englisch,Französisch,Italienisch,Spanisch,Türkisch,Serbisch,Kroatisch,Bosnisch",Migration,,52.503797,13.421551
AWO Kreisverband Spree-Wuhle e.V.,Bayouma-Haus,Friedrichshain-Kreuzberg,10247,Frankfurter Allee 110,030 29 04 91 36,030 29 04 91 29,https://www.awo-spree-wuhle.de/bayouma-haus/,bayouma-haus@awo-spree-wuhle.de,Freizeitangebote für Senior*innen und Migrant*innen / Förderung von Selbsthilfeinitiativen / Förderung der gegenseitigen Begegnung & Unterstützung unter Nachbarn.,"Deutsch,Englisch,Spanisch,Französisch,Italienisch,Vietnamesisch","Migration,Kultur",,52.512893,13.475067
AWO Kreisverband Spree-Wuhle e.V.,"""Mariposa""",Friedrichshain-Kreuzberg,10247,Frankfurter Allee 110,030 29 04 66 11,030 29 04 91 29,https://www.awo-spree-wuhle.de/mariposa/,b.apicella@awo-spree-wuhle.de,"Unterstützung von Migrantinnen bei der Integration in die deutsche Gesellschaft durch Workshops, Kursangebote und Freizeitangebote / wegweisende Kurzberatung / Informationsvermittlung","Deutsch,Italienisch,Spanisch,Vietnamesisch","Migration,Kultur",,52.512893,13.475067
AWO Kreisverband Spree-Wuhle e.V.,Kompetenz-Zentrum Interkulturelle Öffnung der Altenhilfe,Friedrichshain-Kreuzberg,10245,Simplonstraße 27,030 319 89 16 33,030 319 891 640,https://www.awo-spree-wuhle.de/kom-zen/,s.tanana@awo-spree-wuhle.de,"Sensibilisierung und Information der Öffentlichkeit über die Bedürfnisse und Kompetenzen älterer Einwander*innen sowie Aufbau und Förderung von Netzwerken, die berlin- und bundesweit arbeiten","Deutsch,Türkisch,Arabisch,Polnisch","Migration,Pflege,Senior*innen",,46.194836,8.056438
AWO Kreisverband Mitte e.V.,„Dostluk“ – Deutsch-Türkische Seniorengruppe,Mitte,13355,Stralsunder Straße 6,030 45 60 64 60,,https://awo-mitte.de/frauen/,,Freizeitangebot für Migrantinnen und Migranten und Seniorinnen und Senioren,Deutsch,"Migration,Senior*innen",,53.727302,14.06411
AWO Landesverband Berlin e.V.,Heilpädagogische Praxis,Neukölln,12049,Hermannstraße 48,030 44 04 14 46,030 44 04 14 48,www.heilpädagogischepraxis.de,heilpaedagogischepraxis@yahoo.de,,Deutsch,Mitgliedsorganisation,,51.504071,14.626664
AWO Landesverband Berlin e.V.,Part In gGmbH - Förderung des Wohlfahrtswesens,Spandau,13599,Romy-Schneider-Str. 4,030 46060180,,www.partin-ggmbh.de,info@partin-ggmbh.de,,Deutsch,Mitgliedsorganisation,,52.544819,13.224983
AWO Kreisverband Südwest e.V.,Steglitzer Ambulante Dienste e.V.,Steglitz-Zehlendorf,12207,Osdorfer Straße 121,030 71 39 17 24,030 71 39 17 49,www.putzmobil.de,,,Deutsch,Mitgliedsorganisation,,52.417791,13.314735
AWO Landesverband Berlin e.V.,Verein zur Förderung des lebenslangen genossenschaftlichen Wohnens e.V.,,14002,Postfach 19 12 42,030 30 30 21 47,030 30 30 21 65,,volkert.asmussen@1892.de,,Deutsch,Mitgliedsorganisation,,36.67063,-89.10461
AWO Landesverband Berlin e.V.,"ANUAS e.V. Hilfsorganisation für Angehörige von Mord-, Tötungs-, Suizid- und Vermisstenfällen",Lichtenberg,10319,Erich-Kurz-Str. 5,030 25 04 51 51,,www.anuas.de,kontakt@anuas.de,Beratung für Erwachsene,Deutsch,"Mitgliedsorganisation,Beratung",,52.498652,13.520299
AWO Landesverband Berlin e.V.,Berliner Zentrum für Gewaltprävention (BZfG) e.V.,Friedrichshain-Kreuzberg,10247,Frankfurter Allee 35-37,030 95 61 38 38,03212 147 88 62,www.bzfg.de,office@bzfg.de,Beratung für Erwachsene,Deutsch,"Mitgliedsorganisation,Beratung",,52.515062,13.462036
AWO Landesverband Berlin e.V.,Julateg Finsolv Berlin Marzahn/Hellersdorf e.V.,Marzahn-Hellersdorf,12619,Ernst-Bloch-Straße 43,030 54 71 21 52,030 54 71 21 53,www.schuldnerberatung-julateg.de,info@sib-hellersdorf.de,Schuldner- und Insolvenzberatung für Menschen mit sozialen Schwierigkeiten und Erwachsene,Deutsch,"Mitgliedsorganisation,Beratung,finanzielle Schwierigkeiten",,52.52198,13.590898
AWO Kreisverband Südost e.V.,Julateg Finsolv Köpenick/Treptow e.V.,Treptow-Köpenick,12559,Salvador-Allende-Straße 87,030 65 57 93 8,030 65 57 94 0,http://www.schuldnerberatung-julateg.de,koepenick@julateg.org,Schuldner- und Insolvenzberatung für Menschen mit sozialen Schwierigkeiten und Erwachsene,Deutsch,"Mitgliedsorganisation,Beratung,finanzielle Schwierigkeiten",,52.444956,13.592651
AWO Kreisverband Südost e.V.,Julateg Finsolv Lichtenberg/Hohenschönhausen e.V.,Lichtenberg,10367,Normannenstraße 5a,030 510 10 07,030 510 10 04,http://www.schuldnerberatung-julateg.de,finsolv_lichtenberg@gmx.de,Schuldner- und Insolvenzberatung für Menschen mit sozialen Schwierigkeiten und Erwachsene,Deutsch,"Mitgliedsorganisation,Beratung,finanzielle Schwierigkeiten",,46.945887,7.396636
AWO Landesverband Berlin e.V.,Gehörlosenverband Berlin e.V.,Friedrichshain-Kreuzberg,10969,Friedrichstraße 12,030 25 17 05 3,,www.deafberlin.de,info@deafberlin.de,Beratung für Menschen mit Behinderung,Deutsch,"Mitgliedsorganisation,Beratung,Inklusion",,48.139456,16.953504
AWO Landesverband Berlin e.V.,White Unicorn e.V.,Marzahn-Hellersdorf,12623,Hultschiner Damm 148,,,www.white-unicorn.org,info@white-unicorn.org,"Beratung für Menschen mit Behinderung, Familienhilfe für Menschen mit Behinderung",Deutsch,"Mitgliedsorganisation,Beratung,Inklusion,Familie",,52.488004,13.605921
AWO Landesverband Berlin e.V.,Franz-Neumann-Stiftung,Friedrichshain-Kreuzberg,10961,Blücherstraße 62,,,www.awoberlin.de,norma.ostermeyer@awoberlin.de,Beratung für Jugendliche und Menschen mit Behinderung,Deutsch,"Mitgliedsorganisation,Beratung,Jugend,Inklusion",,52.495174,13.398255
AWO Landesverband Berlin e.V.,Informationszentrum Psychotherapie e.V.,Tempelhof-Schöneberg,10781,Barbarossastraße 64,030 32 70 91 37,030 56 97 72 91,https://psychotherapieberlinberatung.wordpress.com/,kontakt@izp-berlin.de,Beratung für Menschen mit psychischer Beeinträchtigung,Deutsch,"Mitgliedsorganisation,Beratung,psychische Beeinträchtigung",,52.491924,13.352217
AWO Kreisverband Berlin-Nordwest e.V.,BSD – Besondere soziale Dienste Nordwest gGmbH,Reinickendorf,13435,Wilhelmsruher Damm 226,030 40 39 80 80,030 40 39 80 82,www.bsd-nordwest.de,info@bsd-nordwest.de,"Beratung für Menschen mit sozialen Schwierigkeiten, Betreutes Wohnen für Menschen mit sozialen Schwierigkeiten, Wohnungslosenhilfe für Menschen mit sozialen Schwierigkeiten",Deutsch,"Mitgliedsorganisation,Beratung,Wohnungsnotfallhilfe,finanzielle Schwierigkeiten",,52.596211,13.337326
AWO Landesverband Berlin e.V.,AHB Berlin Leipzig gGmbH,Tempelhof-Schöneberg,12277,Motzener Straße 19,030 707 870 52,030 707 870 53,www.ahb-berlin.org,info@ahb-berlin.org,"Jugendarbeit für Kinder und Jugendliche, Hilfen zur Erziehung für Familien",Deutsch,"Mitgliedsorganisation,Familie,Kinder,Jugendliche",,52.236434,13.631196
AWO Landesverband Berlin e.V.,AMSOC - Ambulante Sozialpädagogik Charlottenburg e.V.,Charlottenburg-Wilmersdorf,14057,Kaiserdamm 21,030 33 77 26 90,030 33 77 26 90,www.amsoc.de,amsoc@web.de,Hilfen zur Erziehung für Kinder und Familien,Deutsch,"Mitgliedsorganisation,Familie,Kinder,Jugendliche",,52.510415,13.284317
AWO Landesverband Berlin e.V.,AWO Mitte Sozial- & Gesundheitsdienst gGmbH,Mitte,13347,Iranische Straße 5,030 832 19 30 10,,www.awo-familienpflege.de,info@awo-familienpflege.de,Familienpflege,Deutsch,"Mitgliedsorganisation,Familie,Kinder,Jugendliche",,52.554169,13.367579
AWO Landesverband Berlin e.V.,BALL e.V. - Betreuung arbeitsloser Leute und Lebenshilfe e.V.,Marzahn-Hellersdorf,12681,Marchwitzastraße 24-26,030 54 98 91 0,030 54 98 91 25,www.ball-ev-berlin.de,kontakt@ball-ev-berlin.de,,Deutsch,"Mitgliedsorganisation,finanzielle Schwierigkeiten",,52.522591,13.546056
AWO Landesverband Berlin e.V.,DILAB e.V. - Dienstleistungen für Arbeitnehmer und Betriebe,Friedrichshain-Kreuzberg,10247,Rigaer Straße 103,030 42 27 79 4,030 42 08 88 58,www.dilab.de,info@dilab.de,Schuldner- und Insolvenzberatung für Menschen mit sozialen Schwierigkeiten und Erwachsene,Deutsch,"Mitgliedsorganisation,finanzielle Schwierigkeiten",,52.518281,13.455216
AWO Landesverband Berlin e.V.,Affidamento gGmbH,Neukölln,10825,Innsbrucker Straße 37,030 7889 7796,030 5682 1223,https://affidamento.jimdo.com/,info@affidamento.de,"Beratung für Frauen, Betreutes Wohnen für Frauen, Wohnungslosenhilfe für Frauen und Menschen mit sozialen Schwierigkeiten",Deutsch,"Mitgliedsorganisation,finanzielle Schwierigkeiten,Frauen,Wohnungsnotfallhilfe",,47.522995,12.412423
AWO Landesverband Berlin e.V.,Denkzeit-Gesellschaft e.V.,Steglitz-Zehlendorf,10783,Goebenstraße 24,030 689 15 666,,www.denkzeit.com,info@denkzeit.com,Weiterbildung für Jugendliche und Menschen mit sozialen Schwierigkeiten,Deutsch,"Mitgliedsorganisation,finanzielle Schwierigkeiten,Kultur",,52.494242,13.363482
AWO Landesverband Berlin e.V.,LiSA e.V. - Interkultureller Mädchen- und Frauenladen,Charlottenburg-Wilmersdorf,14059,Spandauer Damm 65,030 32 26 60 9,,www.lisa-berlin.de,lisa.ev@gmx.de,Jugendarbeit für Kinder und Frauen,Deutsch,"Mitgliedsorganisation,Frauen,Kinder",,52.518682,13.287964
AWO Landesverband Berlin e.V.,berlin inklusion e.V.,Pankow,13189,Vinetastraße 64,030 33 89 56 95,030 33 89 56 97,www.berlin-inklusion.de,info@berlin-inklusion.de,Betreutes Wohnen für Menschen mit Behinderung,Deutsch,"Mitgliedsorganisation,Inklusion",,52.558964,13.414279
AWO Landesverband Berlin e.V.,Berliner Werkstätten für Behinderte GmbH (BWB),Mitte,13353,Westhafenstraße 4,0 800 541 333 4,030 39 09 61 97,www.bwb-gmbh.de,info@bwb-gmbh.de,"Integrationsbetrieb für Menschen mit Behinderung, Ausbildungsstätte für Menschen mit Behinderung",Deutsch,"Mitgliedsorganisation,Inklusion",,52.537576,13.343355
AWO Landesverband Berlin e.V.,FSD Lwerk Berlin Brandenburg gGmbH,Steglitz-Zehlendorf,12249,Kamenzer Damm 1,030 76 69 06 0,030 76 69 06 77,www.lwerk-berlin.de,lankwitz@lwnet.de,"Integrationsbetrieb für Menschen mit Behinderung, Ausbildungsstätte für Menschen mit Behinderung",Deutsch,"Mitgliedsorganisation,Inklusion",,52.433643,13.353565
AWO Landesverband Berlin e.V.,nobis gGmbH,Mitte,13127,Triftstr. 36,030 4472500 0,,www.nobis-berlin.de,info@nobis-berlin.de,,Deutsch,"Mitgliedsorganisation,Inklusion",,47.928303,16.876268
AWO Landesverband Berlin e.V.,Nordberliner Werkgemeinschaft gGmbH,Mitte,13127,Triftstr. 36,030 474 794 0,030 474 794 69,www.nbw.de,wl@nbw.de,Integrationsbetrieb für Menschen mit Behinderung,Deutsch,"Mitgliedsorganisation,Inklusion",,47.928303,16.876268
AWO Landesverband Berlin e.V.,Annedore-Leber-Berufsbildungswerk Berlin (ALBBW),Neukölln,12359,Paster-Behrens-Straße 88,030 66 58 80,030 66 58 81 34,www.albbw.de,info@albbw.de,Ausbildungsstätte für Jugendliche und Menschen mit Behinderung,Deutsch,"Mitgliedsorganisation,Inklusion,Jugend",,52.443419,13.443942
AWO Landesverband Berlin e.V.,unerhört e.V.,Lichtenberg,10367,Möllendorffstraße 111,030 510 670 80,030 644 92 777,www.unerhoert-berlin.org,kontakt@unerhoert-berlin.org,"Weiterbildung für Menschen mit Behinderung und Erwachsene, Betreutes Wohnen für Jugendliche und Menschen mit Behinderung und Erwachsene, Familienhilfe für Familien und Menschen mit Behinderung, Erziehungsberatung für Familien und Erwachsene",Deutsch,"Mitgliedsorganisation,Inklusion,Jugend",,52.516128,13.478772
AWO Landesverband Berlin e.V.,Sozialpädagogische Praxis Langer gGmbH,Steglitz-Zehlendorf,12163,Schlossstraße 119,030 236 336 17,030 236 336 19,www.praxislanger.de,verwaltung@praxislanger.de,"Betreutes Wohnen für Menschen mit Behinderung und Erwachsene, Hilfen zur Erziehung für Kinder und Familien",Deutsch,"Mitgliedsorganisation,Inklusion,Kinder,Familie",,48.599152,16.720182
AWO Landesverband Berlin e.V.,Mina - Leben in Vielfalt e.V.,Friedrichshain-Kreuzberg,10969,Friedrichstraße 1,030 403 65 76 20,,www.mina-berlin.eu,info@mina-berlin.de,,"Deutsch,Arabisch,Türkisch","Mitgliedsorganisation,Inklusion,Migration",,48.140192,16.952314
AWO Kreisverband Südost e.V.,Jugend Neukölln e.V.,Neukölln,12043,Uthmannstr. 17-19,030 60 92 81 04,030 60 92 81 05,www.jugendneukoelln.de,info@jugendneukoelln.de,,Deutsch,"Mitgliedsorganisation,Jugend",,44.7226394,-63.7599385
AWO Landesverband Berlin e.V.,Kompetenz Jugendhilfe gGmbH.,Mitte,10787,Kurfürstenstr. 79,030 31 01 87 22,030 31 80 00 11,https://www.kompetenz-jugend.de,info@kompetenz-jugend.de,Jugendarbeit,Deutsch,"Mitgliedsorganisation,Jugend",,52.448142,13.377585
AWO Landesverband Berlin e.V.,SPI A&Q gGmbH (Ausbildung & Qualifizierung Berlin - Brandenburg),Pankow,10405,Belforter Str. 20,030 55680420,,http://www.spi-aundq.de,berlin@spi-aundq.de,,Deutsch,"Mitgliedsorganisation,Jugend",,52.532143,13.41936
AWO Landesverband Berlin e.V.,ABU - Akademie für Berufsförderung und Umschulung gGmbH,Marzahn-Hellersdorf,12681,Beilsteiner Straße 118,030 54 99 60 110,030 54 99 60 111,www.abu-ggmbh.de,info@abu-ggmbh.de,"Beratung für Jugendliche und Erwachsene, Umschulung für Erwachsene, Ausbildungsstätte für Jugendliche und Erwachsene",Deutsch,"Mitgliedsorganisation,Jugend,Beratung",,52.528064,13.529691
AWO Landesverband Berlin e.V.,Zephir gGmbH,Steglitz-Zehlendorf,14165,Sachtlebenstraße 36,030 818 49 92,030 84 59 29 88,www.zephir-ggmbh.de,info@zephir-ggmbh.de,Hilfen zur Erziehung für Kinder und Jugendliche und Familien,Deutsch,"Mitgliedsorganisation,Jugend,Kinder,Familie",,52.413828,13.251134
AWO Landesverband Berlin e.V.,Kids & Co g.e.V. - gemeinnütziger Verein zur Förderung von Kindern und Jugendlichen,Marzahn-Hellersdorf,12629,Alt-Hellersdorf 29-31,030 54 37 68 12,030 54 37 68 12,www.kids-und-co.de,info@kids-und-co.de,"Freizeitangebot für Kinder und Jugendliche, Jugendarbeit für Kinder und Jugendliche",Deutsch,"Mitgliedsorganisation,Jugend,Kinder,Kultur",,52.537877,13.594744
AWO Kreisverband Spree-Wuhle e.V.,Hedwig-Wachenheim-Gesellschaft e.V.,Friedrichshain-Kreuzberg,10247,Oderstraße 16,030 22 19 99 90,,www.diehedwig.org,info@diehedwig.org,,Deutsch,"Mitgliedsorganisation,Jugend,Kultur",,52.145384,14.674293
AWO Landesverband Berlin e.V.,Bildung und Integration e.V.,Charlottenburg-Wilmersdorf,10715,Uhlandstraße 97,030 23 62 71 20,030 23 62 71,www.bint-berlin.de,info@bint-berlin.de,Ausbildungsstätte für Jugendliche und Migrant*innen und Erwachsene,Deutsch,"Mitgliedsorganisation,Jugend,Migration",,47.731594,16.076273
AWO Landesverband Berlin e.V.,FSD-Stiftung,Steglitz-Zehlendorf,12205,Drakestraße 2,030 817 25 00 20,030 817 25 00 70,www.fsd-stiftung.de,info@fsd-stiftung.de,"Jugendhilfe für Migrant*innen, Betreutes Wohnen für Jugendliche, Wohnungslosenhilfe für Menschen mit sozialen Schwierigkeiten und Erwachsene, Integrationsbetrieb für Menschen mit Behinderung",Deutsch,"Mitgliedsorganisation,Jugend,Migration,Wohnungsnotfallhilfe,finanzielle Schwierigkeiten,Inklusion",,52.474749,13.61336
AWO Kreisverband Südwest e.V.,Förderverein Senior*innen- und Jugendbegegnungsstätte Steglitz e.V.,Steglitz-Zehlendorf,12169,Bergstraße 84,030 792 69 08,,www.bergstrasse84.de,info@bergstrasse84.de,,Deutsch,"Mitgliedsorganisation,Jugend,Senior*innen",,47.594175,16.464448
AWO Landesverband Berlin e.V.,pro futura e.V.,Mitte,10407,Storkower Straße 139b,030 44 33 09 10,030 44 33 09 20,www.profutura.eu,info@profutura.eu,"Kindertagesstätte, Weiterbildung für Erwachsene",Deutsch,"Mitgliedsorganisation,Kinder",,52.533507,13.455809
AWO Landesverband Berlin e.V.,Verein der Freunde und Förderer der Liebmann-Schule e.V.,Mitte,10969,Friedrichstraße 13,030 50 58 58 31,030 50 58 58 35,https://www.liebmann-schule-berlin.de/foerderverein/,SL@Liebmann-SoS.Schule-Berlin-FK.de,Ausbildungsstätte für Kinder,Deutsch,"Mitgliedsorganisation,Kinder",,48.002753,16.217653
AWO Landesverband Berlin e.V.,ESPERANTO - Aufsuchende Hilfen e.V.,Neukölln,12055,Karl-Marx-Straße 206,030 68 97 75 80,030 68 97 75 85,www.esperanto-berlin.de,info@esperanto-berlin.de,Hilfen zur Erziehung für Kinder und Familien,Deutsch,"Mitgliedsorganisation,Kinder,Familie",,52.471693,13.441045
AWO Landesverband Berlin e.V.,F i F e.V. - Familie im Focus,Steglitz-Zehlendorf,12203,Brahmsstr. 42 i,030 36438011,,,familientherapie@familie-im-focus.de,,Deutsch,"Mitgliedsorganisation,Kinder,Familie",,48.253942,10.126783
AWO Landesverband Berlin e.V.,H.U.G.O. e.V.,Tempelhof-Schöneberg,12159,Isoldestraße 10,030 85 07 82 59,030 85 07 82 59,www.hugoev.de,info@hugoev.de,Hilfen zur Erziehung für Kinder und Familien,Deutsch,"Mitgliedsorganisation,Kinder,Familie",,52.745515,13.472888
AWO Landesverband Berlin e.V.,Leuchtturm Mitte e.V.,Mitte,10435,Schwedter Str. 234,030 84 85 60 21 0,030 84 85 60 21 5,www.leuchtturm-mitte.de,info@leuchtturm-mitte.de,Hilfen zur Erziehung für Kinder und Jugendliche und Familien,Deutsch,"Mitgliedsorganisation,Kinder,Familie",,52.538048,13.405298
AWO Landesverband Berlin e.V.,Notmütterdienst Familien- und Seniorenhilfe e.V.,Pankow,10439,Erich-Weinert-Str. 30,030 847 116 0,,www.notmuetterdienst.de,gs.berlin@notmuetterdienst.de,,Deutsch,"Mitgliedsorganisation,Kinder,Familie",,51.130728,14.980365
AWO Kreisverband Spree-Wuhle e.V.,Stützrad gGmbH,Pankow,13086,Langhansstr. 64,030 29 49 35 80,030 29 49 35 88,www.stuetzrad.de,zentrale@stuetzrad.de,Hilfen zur Erziehung für Kinder und Familien,Deutsch,"Mitgliedsorganisation,Kinder,Familie",,52.553875,13.4342
AWO Landesverband Berlin e.V.,Thessa e.V.,Neukölln,12353,Lipschitzallee 77,030 29 36 88 43,030 29 36 88 46,www.thessa-ev.de,kontakt@thessa-ev.de,Hilfen zur Erziehung für Kinder und Familien,Deutsch,"Mitgliedsorganisation,Kinder,Familie",,52.422788,13.464671
AWO Landesverband Berlin e.V.,Drachenreiter gGmbH,Mitte,13086,Langhansstr. 97,030 83205 800,,www.drachenreiter.berlin,info@drachenreiter.berlin,Kindertagesstätte,Deutsch,"Mitgliedsorganisation,Kinder,Familie,Kita/Ganztag",,52.553162,13.435747
AWO Landesverband Berlin e.V.,Lebensnah e.V.,Friedrichshain-Kreuzberg,10247,Jessnerstraße 4,030 29 35 19 45,030 29 66 84 16,www.lebensnah.de,kontakt@lebensnah.de,"Kindertagesstätte, Beratung für Menschen mit Behinderung, Hilfen zur Erziehung für Kinder und Familien, Erziehungsberatung für Familien",Deutsch,"Mitgliedsorganisation,Kinder,Inklusion,Familie,Beratung",,52.513391,13.473055
AWO Landesverband Berlin e.V.,FSD FAMOS gGmbH,Steglitz-Zehlendorf,12207,Steglitz-Zehlendorf,030 85 07 58 09,030 85 07 58 11,www.fsd-famos.de,post@fsd-famos.de,"Betreutes Wohnen für Kinder und Jugendliche, Hilfen zur Erziehung für Kinder und Jugendliche und Familien und Migrant*innen, Rechtsberatung für Erwachsene",Deutsch,"Mitgliedsorganisation,Kinder,Jugend,Familie,Beratung,Migration",,52.7839183,13.4255205
AWO Landesverband Berlin e.V.,INTEGRA – Integrative Sozialarbeit e.V.,Neukölln,12059,Wissmannstr.1,030 25 76 84 24,030 25 76 85 68,www.integraev.de,info@integraev.de,"Jugendhilfe für Kinder und Jugendliche und Migrant*innen, Hilfen zur Erziehung für Kinder und Jugendliche und Familien",Deutsch,"Mitgliedsorganisation,Kinder,Jugend,Familie,Beratung,Migration",,52.486232,13.423361
AWO Landesverband Berlin e.V.,Gesellschaft für StadtEntwicklung gGmbH,Mitte,13357,Prinzenallee 74,030 318 73 18 0,030 318 73 18 33,www.gseggmbh.de,info@gseggmbh.com,,Deutsch,"Mitgliedsorganisation,Kinder,Jugend,Familie,Migration,Frauen,finanzielle Schwierigkeiten",,52.555231,13.38347
AWO Landesverband Berlin e.V.,August Bebel Institut – Institut für soziale Demokratie,Mitte,13353,Müllerstraße 163,030 46 92 122,030 4692-124,www.august-bebel-institut.de,kontakt@august-bebel-institut.de,,Deutsch,"Mitgliedsorganisation,Kultur",,52.543646,13.363532
AWO Landesverband Berlin e.V.,Bürgerverein Luisenstadt e.V.,Mitte,10179,Michaelkirchstraße 2,030 27 95 40 8,030 27 95 40 8,www.buergerverein-luisenstadt.de,post@buergerverein-luisenstadt.de,"Freizeitangebot für Erwachsene, Beratung für Menschen mit sozialen Schwierigkeiten",Deutsch,"Mitgliedsorganisation,Kultur,finanzielle Schwierigkeiten,Beratung",,52.508351,13.420473
AWO Landesverband Berlin e.V.,Förderverein Mensch und Tier e.V.,Tempelhof-Schöneberg,12107,"Großbeerenstraße 2 - 10, Haus 1, Eingang 1.1",,,www.pferdeprojekt.de,info@pferdeprojekt.de,,Deutsch,"Mitgliedsorganisation,Kultur,Jugend,Kinder",,,
AWO Kreisverband Südost e.V.,FUSION – Intercultural Projects Berlin e.V.,Neukölln,12043,Karl-Marx-Str. 55,030 219 820 81,030 270 18 753,www.fusionstreet.com,info@fusionstreet.com,"Freizeitangebot für Kinder und Jugendliche, Jugendclub für Kinder und Jugendliche",Deutsch,"Mitgliedsorganisation,Kultur,Jugend,Kinder",,47.942169,16.098546
AWO Landesverband Berlin e.V.,Multikulturelles Jugend Integrationszentrum e.V.,Charlottenburg-Wilmersdorf,10627,Kaiser-Friedrich-Str. 34,030 857 407 35,030 308 312 02,www.mji-berlin.de,info@mji-berlin.de,"Freizeitangebot für Kinder und Jugendliche, Jugendarbeit für Kinder und Jugendliche",Deutsch,"Mitgliedsorganisation,Kultur,Jugend,Kinder",,52.510661,13.301308
AWO Landesverband Berlin e.V.,NaturFreunde Deutschlands Landesverband Berlin e.V.,Charlottenburg-Wilmersdorf,10713,Paretzer Str. 7,030 810 560 250,,www.naturfreunde-berlin.de,info@naturfreunde-berlin.de,Freizeitangebot für Kinder und Jugendliche und Erwachsene,Deutsch,"Mitgliedsorganisation,Kultur,Jugend,Kinder",,52.481621,13.317095
AWO Landesverband Berlin e.V.,Theater am Park e.V.,Marzahn-Hellersdorf,12683,Frankenholzer Weg 4,030 514 37 14,0721 15 14 73 38 0,www.tap-biesdorf.de,Besucherservice@TaP-Biesdorf.de,Freizeitangebot für Kinder und Jugendliche und Erwachsene,Deutsch,"Mitgliedsorganisation,Kultur,Jugend,Kinder",,52.511218,13.564777
AWO Landesverband Berlin e.V.,Fort-Schritte e.V.,Friedrichshain-Kreuzberg,10247,Weichselstraße 24a,030 68 83 76 60,030 68 83 76 58,www.fortschritte-berlin.de,buero@fortschritte-berlin.de,"Betreutes Wohnen für Jugendliche, Hilfen zur Erziehung für Kinder und Familien, Reisen für Kinder und Jugendliche",Deutsch,"Mitgliedsorganisation,Kultur,Kinder,Jugend",,52.677595,13.557703
AWO Landesverband Berlin e.V.,FINDUS e.V.,Marzahn-Hellersdorf,12681,Otto-Rosenberg-Str.1,0160 2846605,,www-fundus-berlin.eu,info@findus-berlin.eu,,Deutsch,"Mitgliedsorganisation,Kultur,Kinder,Jugendliche,Migration",,52.550726,13.54629
AWO Landesverband Berlin e.V.,Baugenossenschaft „Freie Scholle“,Reinickendorf,13509,Schollenhof 7,030 43 80 00 0,030 43 80 00 18,www.freiescholle.de,mail@freiescholle.de,,Deutsch,"Mitgliedsorganisation,Kultur,Senior*innen",,52.599938,13.301127
AWO Landesverband Berlin e.V.,Südost Europa Kultur e.V.,Friedrichshain-Kreuzberg,10963,Großbeerenstraße 88,030 25 37 79 90,030 25 29 85 74,www.suedost-ev.de,info@suedost-ev.de,"Freizeitangebot für Migrant*innen, Beratung für Migrant*innen",Deutsch,"Mitgliedsorganisation,Migration,Beratung,Kultur",,52.499427,13.385772
